  flscon:  version 11.2.0.16 win64 2016  
 FLOW-3D   21:31:35  02/01/2018 akhp     
   hydr3d   version  11.2.0.16 win64                         
 This version is based on Sea Domain version.                                    
    5
   hydr3d   version  11.2.0.16 win64     11/21/2016
   2.4676876E+00  -7.1799374E+00   5.0000000E-01   0.0000000E+00
   3.2530625E+00  -7.1799374E+00   5.0000000E-01   0.0000000E+00
   4.0384378E+00  -7.1799374E+00   5.0000000E-01   1.2277798E+05
   4.8238125E+00  -7.1799374E+00   5.0000000E-01   1.2254223E+05
   5.6091871E+00  -7.1799374E+00   5.0000000E-01   1.2239960E+05
   6.3945627E+00  -7.1799374E+00   5.0000000E-01   1.2230579E+05
   7.1799374E+00  -7.1799374E+00   5.0000000E-01   1.2223645E+05
   7.9653125E+00  -7.1799374E+00   5.0000000E-01   1.2219266E+05
   8.7506876E+00  -7.1799374E+00   5.0000000E-01   1.2217530E+05
   9.5360622E+00  -7.1799374E+00   5.0000000E-01   1.2218585E+05
   1.0338911E+01  -7.1799374E+00   5.0000000E-01   1.2222669E+05
  -1.0338911E+01  -6.3945627E+00   5.0000000E-01   1.2989995E+05
  -9.5360622E+00  -6.3945627E+00   5.0000000E-01   1.2975877E+05
  -8.7506876E+00  -6.3945627E+00   5.0000000E-01   1.2959348E+05
  -7.9653125E+00  -6.3945627E+00   5.0000000E-01   1.2940125E+05
  -7.1799374E+00  -6.3945627E+00   5.0000000E-01   1.2917980E+05
  -6.3945627E+00  -6.3945627E+00   5.0000000E-01   1.2892467E+05
  -5.6091871E+00  -6.3945627E+00   5.0000000E-01   1.2860933E+05
  -4.8238125E+00  -6.3945627E+00   5.0000000E-01   0.0000000E+00
  -4.0384378E+00  -6.3945627E+00   5.0000000E-01   0.0000000E+00
  -3.2530625E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -6.3945627E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -6.3945627E+00   5.0000000E-01   0.0000000E+00
   4.8238125E+00  -6.3945627E+00   5.0000000E-01   0.0000000E+00
   5.6091871E+00  -6.3945627E+00   5.0000000E-01   1.2234334E+05
   6.3945627E+00  -6.3945627E+00   5.0000000E-01   1.2224205E+05
   7.1799374E+00  -6.3945627E+00   5.0000000E-01   1.2219052E+05
   7.9653125E+00  -6.3945627E+00   5.0000000E-01   1.2215941E+05
   8.7506876E+00  -6.3945627E+00   5.0000000E-01   1.2214820E+05
   9.5360622E+00  -6.3945627E+00   5.0000000E-01   1.2216206E+05
   1.0338911E+01  -6.3945627E+00   5.0000000E-01   1.2220481E+05
  -1.0338911E+01  -5.6091871E+00   5.0000000E-01   1.3003477E+05
  -9.5360622E+00  -5.6091871E+00   5.0000000E-01   1.2991513E+05
  -8.7506876E+00  -5.6091871E+00   5.0000000E-01   1.2977429E+05
  -7.9653125E+00  -5.6091871E+00   5.0000000E-01   1.2960909E+05
  -7.1799374E+00  -5.6091871E+00   5.0000000E-01   1.2940762E+05
  -6.3945627E+00  -5.6091871E+00   5.0000000E-01   1.2914582E+05
  -5.6091871E+00  -5.6091871E+00   5.0000000E-01   0.0000000E+00
  -4.8238125E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -5.6091871E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -5.6091871E+00   5.0000000E-01   0.0000000E+00
   6.3945627E+00  -5.6091871E+00   5.0000000E-01   1.2220904E+05
   7.1799374E+00  -5.6091871E+00   5.0000000E-01   1.2213691E+05
   7.9653125E+00  -5.6091871E+00   5.0000000E-01   1.2212531E+05
   8.7506876E+00  -5.6091871E+00   5.0000000E-01   1.2211952E+05
   9.5360622E+00  -5.6091871E+00   5.0000000E-01   1.2213602E+05
   1.0338911E+01  -5.6091871E+00   5.0000000E-01   1.2218067E+05
  -1.0338911E+01  -4.8238125E+00   5.0000000E-01   1.3016669E+05
  -9.5360622E+00  -4.8238125E+00   5.0000000E-01   1.3007050E+05
  -8.7506876E+00  -4.8238125E+00   5.0000000E-01   1.2995788E+05
  -7.9653125E+00  -4.8238125E+00   5.0000000E-01   1.2983171E+05
  -7.1799374E+00  -4.8238125E+00   5.0000000E-01   1.2971417E+05
  -6.3945627E+00  -4.8238125E+00   5.0000000E-01   0.0000000E+00
  -5.6091871E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -4.8238125E+00   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -4.8238125E+00   5.0000000E-01   0.0000000E+00
   7.1799374E+00  -4.8238125E+00   5.0000000E-01   1.2214080E+05
   7.9653125E+00  -4.8238125E+00   5.0000000E-01   1.2209720E+05
   8.7506876E+00  -4.8238125E+00   5.0000000E-01   1.2209080E+05
   9.5360622E+00  -4.8238125E+00   5.0000000E-01   1.2210866E+05
   1.0338911E+01  -4.8238125E+00   5.0000000E-01   1.2215498E+05
  -1.0338911E+01  -4.0384378E+00   5.0000000E-01   1.3029187E+05
  -9.5360622E+00  -4.0384378E+00   5.0000000E-01   1.3021910E+05
  -8.7506876E+00  -4.0384378E+00   5.0000000E-01   1.3013254E+05
  -7.9653125E+00  -4.0384378E+00   5.0000000E-01   1.3002041E+05
  -7.1799374E+00  -4.0384378E+00   5.0000000E-01   1.2984304E+05
  -6.3945627E+00  -4.0384378E+00   5.0000000E-01   0.0000000E+00
  -5.6091871E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -4.0384378E+00   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -4.0384378E+00   5.0000000E-01   0.0000000E+00
   7.1799374E+00  -4.0384378E+00   5.0000000E-01   1.2211549E+05
   7.9653125E+00  -4.0384378E+00   5.0000000E-01   1.2206586E+05
   8.7506876E+00  -4.0384378E+00   5.0000000E-01   1.2206184E+05
   9.5360622E+00  -4.0384378E+00   5.0000000E-01   1.2208088E+05
   1.0338911E+01  -4.0384378E+00   5.0000000E-01   1.2212908E+05
  -1.0338911E+01  -3.2530625E+00   5.0000000E-01   1.3040667E+05
  -9.5360622E+00  -3.2530625E+00   5.0000000E-01   1.3035755E+05
  -8.7506876E+00  -3.2530625E+00   5.0000000E-01   1.3030253E+05
  -7.9653125E+00  -3.2530625E+00   5.0000000E-01   1.3024436E+05
  -7.1799374E+00  -3.2530625E+00   5.0000000E-01   0.0000000E+00
  -6.3945627E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -5.6091871E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -3.2530625E+00   5.0000000E-01   1.0000000E+00
   7.1799374E+00  -3.2530625E+00   5.0000000E-01   0.0000000E+00
   7.9653125E+00  -3.2530625E+00   5.0000000E-01   1.2204871E+05
   8.7506876E+00  -3.2530625E+00   5.0000000E-01   1.2203538E+05
   9.5360622E+00  -3.2530625E+00   5.0000000E-01   1.2205438E+05
   1.0338911E+01  -3.2530625E+00   5.0000000E-01   1.2210456E+05
  -1.0338911E+01  -2.4676876E+00   5.0000000E-01   1.3050867E+05
  -9.5360622E+00  -2.4676876E+00   5.0000000E-01   1.3047752E+05
  -8.7506876E+00  -2.4676876E+00   5.0000000E-01   1.3044066E+05
  -7.9653125E+00  -2.4676876E+00   5.0000000E-01   1.3039772E+05
  -7.1799374E+00  -2.4676876E+00   5.0000000E-01   0.0000000E+00
  -6.3945627E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -5.6091871E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -2.4676876E+00   5.0000000E-01   1.0000000E+00
   7.1799374E+00  -2.4676876E+00   5.0000000E-01   0.0000000E+00
   7.9653125E+00  -2.4676876E+00   5.0000000E-01   1.2203051E+05
   8.7506876E+00  -2.4676876E+00   5.0000000E-01   1.2201137E+05
   9.5360622E+00  -2.4676876E+00   5.0000000E-01   1.2203114E+05
   1.0338911E+01  -2.4676876E+00   5.0000000E-01   1.2208333E+05
  -1.0338911E+01  -1.6748750E+00   5.0000000E-01   1.3059969E+05
  -9.5360622E+00  -1.6748750E+00   5.0000000E-01   1.3057986E+05
  -8.7506876E+00  -1.6748750E+00   5.0000000E-01   1.3054416E+05
  -7.9653125E+00  -1.6748750E+00   5.0000000E-01   1.3045973E+05
  -7.1799374E+00  -1.6748750E+00   5.0000000E-01   0.0000000E+00
  -6.3945627E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -5.6091871E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -1.6748750E+00   5.0000000E-01   1.0000000E+00
   7.1799374E+00  -1.6748750E+00   5.0000000E-01   0.0000000E+00
   7.9653125E+00  -1.6748750E+00   5.0000000E-01   1.2201725E+05
   8.7506876E+00  -1.6748750E+00   5.0000000E-01   1.2199260E+05
   9.5360622E+00  -1.6748750E+00   5.0000000E-01   1.2201323E+05
   1.0338911E+01  -1.6748750E+00   5.0000000E-01   1.2206734E+05
  -1.0338911E+01  -8.5231251E-01   5.0000000E-01   1.3067543E+05
  -9.5360622E+00  -8.5231251E-01   5.0000000E-01   1.3066967E+05
  -8.7506876E+00  -8.5231251E-01   5.0000000E-01   1.3063868E+05
  -7.9653125E+00  -8.5231251E-01   5.0000000E-01   0.0000000E+00
  -7.1799374E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -6.3945627E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -5.6091871E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -4.8238125E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -4.0384378E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -3.2530625E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -2.4676876E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -1.6748750E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
  -8.5231251E-01  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   0.0000000E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   8.5231251E-01  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   1.6748750E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   2.4676876E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   3.2530625E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   4.0384378E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   4.8238125E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   5.6091871E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   6.3945627E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   7.1799374E+00  -8.5231251E-01   5.0000000E-01   1.0000000E+00
   7.9653125E+00  -8.5231251E-01   5.0000000E-01   0.0000000E+00
   8.7506876E+00  -8.5231251E-01   5.0000000E-01   1.2197852E+05
   9.5360622E+00  -8.5231251E-01   5.0000000E-01   1.2200166E+05
   1.0338911E+01  -8.5231251E-01   5.0000000E-01   1.2205826E+05
  -1.0338911E+01   0.0000000E+00   5.0000000E-01   1.3069902E+05
